KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T000846001,T000846002,T000846003,T000846004,T000846005,T000846006,T000846007,T000846008,T000846009,T000846010,T000846011,T000846012,T000846013,T000846014,T000846015,T000846016,T000846017,T000846018,T000846019,T000846020,T000846021,T000846022,T000846023,T000846024,T000846025,T000846026,T000846027,T000846028,T000846029,T000846030,T000846031,T000846032,T000846033,T000846034,T000846035,T000846036,T000846037,T000846038,T000846039,T000846040,T000846041
55380031,0,,,18,9,9,0,0,0,18,9,9,3,2,1,18,9,9,15,7,8,12,6,6,0,0,0,10,10,3,6,1,0,0,0,0,7,6,1,0,9,0,2,6
55380035,0,,,72,33,39,1,0,1,71,33,38,23,13,10,70,32,38,48,20,28,35,13,22,0,0,0,31,31,9,12,6,2,0,1,1,22,18,4,0,29,0,8,9
55380036,0,,,83,41,42,6,3,3,77,38,39,41,21,20,76,37,39,36,17,19,23,8,15,1,0,1,30,30,7,9,5,5,3,0,1,23,13,10,1,28,0,7,4
55380037,0,,,74,40,34,5,5,0,69,35,34,41,23,18,68,34,34,28,12,16,18,6,12,1,0,1,35,35,14,10,6,3,2,0,0,21,18,3,2,20,0,8,6
55380038,0,,,66,34,32,13,6,7,52,27,25,34,17,17,50,27,23,18,10,8,6,4,2,0,0,0,26,26,9,6,4,2,5,0,0,17,14,3,1,13,0,4,4
55380039,0,,,14,6,8,1,0,1,13,6,7,10,6,4,13,6,7,3,0,3,3,0,3,0,0,0,4,4,0,0,2,2,0,0,0,4,0,4,0,3,0,0,0
55380040,2,55380041,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
55380041,1,,55380040,88,45,43,4,1,3,88,45,43,36,22,14,86,44,42,52,23,29,27,10,17,0,0,0,35,35,8,15,8,3,1,0,2,29,20,9,0,32,0,5,12
55380042,0,,,22,11,11,0,0,0,22,11,11,4,4,0,22,11,11,18,7,11,11,3,8,0,0,0,12,12,5,4,3,0,0,0,0,7,7,0,0,12,0,5,4
55380045,0,,,69,32,37,4,1,3,65,31,34,34,17,17,61,30,31,31,14,17,20,9,11,0,0,0,23,23,5,6,4,3,3,1,1,18,8,10,0,19,0,4,3
55380046,0,,,104,50,54,4,1,3,100,49,51,42,23,19,99,49,50,58,26,32,40,17,23,0,0,0,45,45,15,14,11,1,2,1,1,29,22,7,1,40,0,13,8
55380047,0,,,421,190,231,28,19,9,393,171,222,167,82,85,380,164,216,226,89,137,159,55,104,1,0,1,158,157,43,56,30,16,9,3,0,112,88,24,4,119,2,34,33
55380048,0,,,77,37,40,9,2,7,68,35,33,41,22,19,65,33,32,27,13,14,14,5,9,1,0,1,31,31,11,7,5,4,3,1,0,20,14,6,2,17,4,3,5
55380049,0,,,30,16,14,2,2,0,28,14,14,17,8,9,28,14,14,11,6,5,3,2,1,1,1,0,13,13,1,8,3,1,0,0,0,12,12,0,1,7,0,1,4
55380051,1,,55380061,46,17,29,1,0,1,50,18,32,16,6,10,50,18,32,34,12,22,24,8,16,0,0,0,23,23,11,9,3,2,1,0,0,15,12,3,0,23,0,9,8
55380052,0,,,39,13,26,2,0,2,37,13,24,10,5,5,37,13,24,27,8,19,19,6,13,0,0,0,23,23,14,6,2,0,0,0,1,9,7,2,1,20,0,12,4
55380053,0,,,11,5,6,0,0,0,11,5,6,7,4,3,11,5,6,4,1,3,4,1,3,0,0,0,5,5,1,3,0,1,0,0,0,4,3,1,0,3,0,1,1
55380056,0,,,55,27,28,0,0,0,55,27,28,23,12,11,54,26,28,32,15,17,18,7,11,2,1,1,27,27,7,16,1,2,1,0,0,20,17,3,0,21,0,4,10
55380057,0,,,137,71,66,8,4,4,129,67,62,61,30,31,128,66,62,68,37,31,23,10,13,0,0,0,56,56,8,26,13,8,0,1,0,48,42,6,4,43,0,6,19
55380058,0,,,35,20,15,3,2,1,32,18,14,18,10,8,30,16,14,14,8,6,4,2,2,0,0,0,17,17,5,7,4,1,0,0,0,12,12,0,0,10,0,4,4
55380059,0,,,51,29,22,2,1,1,49,28,21,22,12,10,47,26,21,27,16,11,8,4,4,4,2,2,26,26,7,14,4,1,0,0,0,19,18,1,1,17,0,6,9
55380061,2,55380051,,5,1,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
55380062,0,,,8,4,4,0,0,0,8,4,4,2,1,1,8,4,4,6,3,3,4,2,2,0,0,0,4,4,1,2,1,0,0,0,0,3,3,0,0,4,0,1,2
55380063,1,,55380072,11,6,5,0,0,0,13,6,7,2,1,1,13,6,7,11,5,6,10,5,5,0,0,0,7,7,5,4,0,0,0,0,0,4,4,0,0,8,0,4,3
55380065,0,,,70,38,32,3,2,1,67,36,31,28,16,12,67,36,31,39,20,19,30,14,16,1,0,1,29,29,7,10,8,3,0,0,1,22,17,5,1,24,0,6,7
55380066,0,,,90,41,49,10,3,7,80,38,42,54,24,30,78,37,41,26,14,12,11,6,5,1,0,1,44,44,19,16,5,0,2,1,1,24,20,4,2,18,5,4,6
55380069,0,,,42,23,19,8,6,2,34,17,17,18,8,10,33,17,16,16,9,7,4,3,1,5,3,2,15,15,2,8,1,1,1,2,0,13,11,2,1,9,0,1,5
55380072,2,55380063,,2,0,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
55380073,2,55380082,,8,5,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
55380075,0,,,44,22,22,10,5,5,34,17,17,22,13,9,34,17,17,12,4,8,6,4,2,0,0,0,10,10,1,2,0,2,1,3,1,8,5,3,2,8,0,0,0
55380076,0,,,273,137,136,34,19,15,239,118,121,149,76,73,226,111,115,90,42,48,58,25,33,1,0,1,93,93,19,24,18,17,10,2,3,74,50,24,8,63,0,12,14
55380082,1,,55380073;55380083,4,2,2,0,0,0,17,9,8,7,5,2,17,9,8,10,4,6,9,3,6,0,0,0,3,3,6,3,0,0,1,0,0,4,2,2,0,8,0,4,1
55380083,2,55380082,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
55380086,0,,,286,141,145,35,20,15,251,121,130,137,68,69,235,115,120,114,53,61,59,26,33,1,0,1,92,92,19,24,10,19,9,9,2,73,41,32,6,74,0,16,19
55380087,0,,,143,76,67,10,5,5,133,71,62,78,43,35,129,69,60,55,28,27,27,11,16,1,0,1,50,50,5,17,18,6,1,1,2,44,33,11,4,37,0,3,9
55380096,0,,,27,16,11,1,0,1,26,16,10,15,9,6,25,15,10,11,7,4,1,0,1,0,0,0,11,11,2,4,3,2,0,0,0,9,7,2,0,8,0,1,4
55380097,0,,,51,23,28,7,3,4,44,20,24,28,15,13,43,19,24,16,5,11,12,3,9,1,0,1,15,15,1,2,4,7,0,1,0,13,6,7,2,10,0,1,1
55380100,0,,,116,57,59,4,2,2,112,55,57,60,31,29,108,52,56,52,24,28,31,12,19,0,0,0,45,45,6,23,6,5,4,1,0,39,31,8,1,36,0,6,11
55380101,0,,,36,12,24,2,0,2,34,12,22,19,8,11,32,10,22,15,4,11,8,3,5,0,0,0,12,12,2,4,2,1,2,1,0,10,6,4,0,10,0,2,2
55380102,1,,55380103,139,64,75,15,7,8,133,61,72,64,26,38,127,58,69,69,35,34,18,6,12,3,1,2,59,59,15,26,13,2,4,0,2,47,42,5,4,47,0,12,15
55380103,2,55380102,,10,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
55380104,0,,,65,33,32,8,3,5,57,30,27,35,19,16,56,29,27,22,11,11,10,4,6,0,0,0,24,23,7,7,5,2,0,1,1,15,12,3,2,12,0,2,6
55380105,0,,,3410,1611,1799,367,189,178,2941,1370,1571,1974,958,1016,2773,1289,1484,967,412,555,519,207,312,16,5,11,1486,1482,507,452,266,165,66,21,5,948,819,129,94,632,70,161,185
55380106,0,,,7346,3371,3975,858,430,428,6373,2881,3492,4210,2011,2199,5977,2671,3306,2163,870,1293,1292,500,792,62,21,41,3202,3198,1092,970,588,353,135,43,17,2072,1790,282,203,1456,146,451,406
55380107,0,,,5872,2788,3084,757,377,380,5061,2375,2686,3500,1697,1803,4751,2232,2519,1561,678,883,831,336,495,21,8,13,2471,2468,774,728,488,334,104,28,12,1682,1470,212,215,1009,133,248,333
55380108,0,,,5318,2571,2747,935,492,443,4316,2040,2276,3324,1608,1716,4025,1896,2129,992,432,560,463,172,291,20,10,10,1936,1931,377,604,401,384,127,24,14,1520,1368,152,243,610,60,111,190
55380109,0,,,6122,2954,3168,869,430,439,5184,2478,2706,3606,1768,1838,4907,2336,2571,1578,710,868,759,324,435,11,4,7,2403,2402,602,737,505,356,136,50,16,1767,1511,256,289,1052,95,217,307
55380110,0,,,92,45,47,0,0,0,92,45,47,46,25,21,88,42,46,46,20,26,37,17,20,0,0,0,39,39,8,13,15,2,1,0,0,31,24,7,0,32,0,6,7
55380111,0,,,238,115,123,18,9,9,220,106,114,124,66,58,212,101,111,96,40,56,64,24,40,0,0,0,84,84,17,25,15,17,5,3,2,67,48,19,3,61,0,11,14
55380112,0,,,155,74,81,8,6,2,147,68,79,65,30,35,144,66,78,82,38,44,48,18,30,0,0,0,63,63,12,27,15,6,1,0,2,51,39,12,1,55,1,11,15
55380113,0,,,90,42,48,2,1,1,87,40,47,42,20,22,83,38,45,45,20,25,21,7,14,0,0,0,34,34,7,13,5,5,3,0,1,27,20,7,0,30,0,6,9
55380115,0,,,1189,583,606,105,49,56,1066,522,544,593,311,282,1028,500,528,473,211,262,242,113,129,4,1,3,434,432,126,147,73,56,17,9,4,302,242,60,25,252,4,68,74
55380116,0,,,4620,2155,2465,662,331,331,3902,1794,2108,2552,1234,1318,3633,1637,1996,1350,560,790,771,293,478,16,4,12,1712,1708,381,547,335,286,108,41,10,1299,1132,167,157,802,31,176,266
55380117,0,,,4894,2284,2610,623,293,330,4241,1973,2268,2744,1328,1416,3989,1856,2133,1497,645,852,849,356,493,39,14,25,1991,1988,519,653,406,273,86,40,11,1451,1243,208,179,996,49,254,295
55380118,0,,,2729,1483,1246,287,156,131,2423,1315,1108,1819,1051,768,1890,920,970,604,264,340,329,136,193,62,30,32,970,959,341,265,172,120,35,18,8,604,523,81,73,405,47,143,112
55380119,0,,,3278,1549,1729,487,255,232,2769,1278,1491,1882,878,1004,2633,1220,1413,887,400,487,329,129,200,67,32,35,1275,1273,310,408,257,179,78,27,14,954,826,128,135,616,27,144,183
55380120,0,,,30,16,14,0,0,0,30,16,14,8,5,3,30,16,14,22,11,11,16,7,9,0,0,0,9,8,2,4,2,0,0,0,0,6,6,0,0,6,0,1,3
55380121,1,,55380122,79,39,40,0,0,0,89,42,47,42,19,23,89,42,47,47,23,24,24,9,15,1,0,1,29,29,7,13,9,3,1,2,0,27,18,9,0,34,0,7,7
55380122,2,55380121,,10,3,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
55380123,0,,,17,9,8,0,0,0,17,9,8,7,5,2,17,9,8,10,4,6,8,3,5,0,0,0,8,8,3,2,2,1,0,0,0,5,5,0,0,6,0,2,1
55380124,0,,,31,18,13,0,0,0,31,18,13,20,13,7,29,17,12,11,5,6,5,2,3,0,0,0,11,11,0,7,0,3,1,0,0,11,8,3,0,7,0,0,3
55380125,0,,,160,83,77,5,3,2,155,80,75,75,42,33,152,77,75,80,38,42,38,19,19,1,1,0,63,63,14,21,16,8,2,1,1,49,37,12,0,48,1,8,15
55380126,1,,55380136,2309,1113,1196,280,149,131,2002,949,1053,1172,571,601,1898,900,998,830,378,452,426,184,242,6,1,5,894,892,182,332,190,117,51,15,8,699,598,101,69,532,4,115,175
55380127,0,,,3606,1724,1882,493,247,246,3076,1456,1620,1978,943,1035,2922,1377,1545,1098,513,585,472,211,261,12,3,9,1337,1336,220,492,287,214,83,30,10,1090,943,147,155,688,10,108,262
55380128,1,,55380137,3923,1887,2036,418,210,208,3497,1670,1827,2108,1040,1068,3291,1563,1728,1389,630,759,633,262,371,18,8,10,1400,1394,244,509,284,226,86,37,10,1145,967,178,105,776,22,125,278
55380129,0,,,2000,960,1040,193,93,100,1796,863,933,1151,562,589,1707,821,886,645,301,344,305,125,180,16,10,6,750,749,217,235,153,85,42,12,5,524,449,75,45,369,44,70,118
55380130,0,,,110,53,57,17,8,9,93,45,48,74,34,40,82,38,44,19,11,8,5,2,3,0,0,0,40,40,7,14,6,9,3,1,0,32,29,3,5,15,0,4,7
55380131,0,,,31,17,14,3,2,1,28,15,13,25,14,11,28,15,13,3,1,2,2,1,1,1,0,1,13,13,3,6,3,0,0,0,1,10,8,2,1,3,0,2,0
55380132,0,,,23,11,12,0,0,0,23,11,12,9,4,5,23,11,12,14,7,7,9,4,5,0,0,0,11,11,2,6,3,0,0,0,0,9,9,0,0,10,0,2,4
55380135,0,,,31,18,13,0,0,0,31,18,13,13,7,6,29,17,12,18,11,7,6,5,1,1,1,0,15,15,6,5,3,0,0,1,0,9,8,1,0,11,0,3,3
55380136,2,55380126,,7,3,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
55380137,2,55380128,,4,1,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
55380138,0,,,597,273,324,58,32,26,534,238,296,258,136,122,506,222,284,276,102,174,170,54,116,3,1,2,192,191,33,67,40,32,13,4,2,157,128,29,15,125,2,24,40
55380139,0,,,201,63,138,1,1,0,200,62,138,40,21,19,199,61,138,160,41,119,140,29,111,0,0,0,27,24,3,7,10,3,0,1,0,21,15,6,0,18,0,2,4
55380140,0,,,22,13,9,5,3,2,16,9,7,11,7,4,16,9,7,5,2,3,2,1,1,0,0,0,11,11,5,4,0,1,1,0,0,6,6,0,1,4,0,2,1
55380141,0,,,119,62,57,17,10,7,102,52,50,73,36,37,94,47,47,29,16,13,14,7,7,1,0,1,44,44,10,11,13,5,2,3,0,33,27,6,3,20,0,6,5
55380142,0,,,100,48,52,22,10,12,78,38,40,64,32,32,71,34,37,14,6,8,4,1,3,0,0,0,34,34,5,13,3,7,4,2,0,29,25,4,3,11,0,2,3
55380143,0,,,95,47,48,6,3,3,89,44,45,41,24,17,87,42,45,48,20,28,31,12,19,0,0,0,38,38,8,15,7,5,2,1,0,30,22,8,2,30,0,4,10
55380144,0,,,84,39,45,2,1,1,82,38,44,45,23,22,80,36,44,37,15,22,23,8,15,0,0,0,34,34,5,15,7,7,0,0,0,29,20,9,2,24,1,2,7
55380145,0,,,26,13,13,1,1,0,25,12,13,9,6,3,24,11,13,16,6,10,7,1,6,0,0,0,13,13,6,3,2,2,0,0,0,7,5,2,0,10,0,5,2
55380146,0,,,60,34,26,3,0,3,57,34,23,29,21,8,54,31,23,28,13,15,18,8,10,0,0,0,23,23,7,7,4,2,1,0,2,16,12,4,1,18,0,3,4
55380148,0,,,48,23,25,4,1,3,44,22,22,24,13,11,43,22,21,20,9,11,8,4,4,0,0,0,18,18,3,7,3,3,2,0,0,15,11,4,1,12,0,2,4
55380149,0,,,356,160,196,28,13,15,328,147,181,182,83,99,309,140,169,146,64,82,81,33,48,0,0,0,117,117,14,36,31,17,9,6,4,103,72,31,4,94,0,11,23
55380150,0,,,140,79,61,24,16,8,115,62,53,89,50,39,103,53,50,26,12,14,4,1,3,1,1,0,54,54,11,22,7,8,4,2,0,43,39,4,7,17,0,4,5
55380151,0,,,270,133,137,33,18,15,236,114,122,176,84,92,219,103,116,60,30,30,20,11,9,1,0,1,123,123,45,38,21,12,4,3,0,77,70,7,7,40,7,8,13
55380152,0,,,36,15,21,9,2,7,27,13,14,23,11,12,24,13,11,4,2,2,1,1,0,0,0,0,13,13,3,3,2,4,1,0,0,10,10,0,2,3,0,2,0
55380153,0,,,36,18,18,6,2,4,28,15,13,19,9,10,28,15,13,9,6,3,2,1,1,0,0,0,14,14,1,6,5,2,0,0,0,12,12,0,2,6,0,1,3
55380156,0,,,19,11,8,2,1,1,17,10,7,5,3,2,16,9,7,12,7,5,4,2,2,0,0,0,8,8,1,5,1,0,1,0,0,7,5,2,1,8,0,1,4
55380159,0,,,22,10,12,2,1,1,20,9,11,7,3,4,20,9,11,13,6,7,8,4,4,0,0,0,10,10,2,6,0,2,0,0,0,8,7,1,0,8,0,2,5
55380160,0,,,61,28,33,8,5,3,53,23,30,42,20,22,50,23,27,11,3,8,2,1,1,1,0,1,24,24,6,9,3,2,4,0,0,17,12,5,3,7,0,3,1
55380161,0,,,32,19,13,2,1,1,30,18,12,21,14,7,28,16,12,9,4,5,0,0,0,0,0,0,16,16,6,6,2,2,0,0,0,10,10,0,1,6,0,1,3
55380163,2,55380174,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
55380164,0,,,29,15,14,0,0,0,29,15,14,19,11,8,28,14,14,10,4,6,4,1,3,0,0,0,12,12,2,5,3,2,0,0,0,10,7,3,0,7,0,1,3
55380165,0,,,50,25,25,3,1,2,47,24,23,31,16,15,46,24,22,16,8,8,9,2,7,0,0,0,18,18,5,3,4,3,3,0,0,13,5,8,1,14,0,3,1
55380166,0,,,52,28,24,2,1,1,50,27,23,25,14,11,47,25,22,25,13,12,15,8,7,0,0,0,21,21,4,7,7,2,1,0,0,17,16,1,2,15,0,3,7
55380167,0,,,28,14,14,4,2,2,24,12,12,11,6,5,24,12,12,13,6,7,9,4,5,1,0,1,11,11,2,6,0,2,0,1,0,9,7,2,1,9,0,2,3
55380169,2,55380179,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
55380173,0,,,12,4,8,2,0,2,10,4,6,7,3,4,9,3,6,3,1,2,3,1,2,0,0,0,5,5,1,1,3,0,0,0,0,4,3,1,0,2,0,0,1
55380174,1,,55380163,50,21,29,6,3,3,48,20,28,23,9,14,47,19,28,25,11,14,6,2,4,0,0,0,23,23,6,12,1,4,1,0,0,18,15,3,2,16,0,4,8
55380175,0,,,98,48,50,7,2,5,91,46,45,56,32,24,90,46,44,35,14,21,20,7,13,0,0,0,34,34,10,8,6,2,4,3,1,24,15,9,1,25,0,7,4
55380176,0,,,69,35,34,4,4,0,65,31,34,39,21,18,62,29,33,26,10,16,19,8,11,1,0,1,22,22,2,4,9,3,4,0,0,20,12,8,1,15,0,2,2
55380177,0,,,141,69,72,17,9,8,124,60,64,70,37,33,116,53,63,54,23,31,28,11,17,2,1,1,41,41,5,9,8,10,4,2,3,35,19,16,2,33,0,4,6
55380178,0,,,24,13,11,3,2,1,21,11,10,8,4,4,20,11,9,13,7,6,8,4,4,0,0,0,8,8,1,4,1,0,1,0,1,7,5,2,0,8,0,1,3
55380179,1,,55380169,107,52,55,11,4,7,99,49,50,56,30,26,92,44,48,43,19,24,22,10,12,0,0,0,37,37,7,15,5,7,2,1,2,32,23,9,1,26,0,5,10
55380183,2,55380184,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
55380184,1,,55380183;55380193,92,47,45,3,3,0,93,46,47,58,28,30,93,46,47,35,18,17,24,9,15,2,1,1,38,38,9,16,5,10,0,0,0,29,18,11,0,25,1,5,5
55380185,0,,,38,17,21,5,2,3,33,15,18,21,8,13,30,13,17,12,7,5,2,0,2,0,0,0,15,15,2,9,1,0,3,0,0,13,11,2,1,9,0,0,5
55380186,0,,,361,165,196,36,17,19,325,148,177,191,94,97,316,143,173,134,54,80,84,30,54,2,1,1,121,121,21,35,23,18,17,6,1,100,60,40,8,94,0,16,19
55380187,0,,,98,44,54,6,3,3,92,41,51,49,24,25,90,41,49,43,17,26,20,7,13,0,0,0,37,37,5,16,8,4,3,1,0,32,22,10,1,25,0,2,12
