KEY_CODE,PREF_N,CITY_N,KCITY_N,AGRI_N,T001068001,T001068002,T001068003,T001068004,T001068005,T001068006,T001068007,T001068008,T001068009,T001068010,T001068011,T001068012,T001068013,T001068014,T001068015
,,,,,法制上の地域指定に該当している農業集落数_実農業集落数,法制上の地域指定に該当している農業集落数_都市計画区域_線引きあり_市街化区域,法制上の地域指定に該当している農業集落数_都市計画区域_線引きあり_市街化調整区域,法制上の地域指定に該当している農業集落数_都市計画区域_線引きなし,法制上の地域指定に該当している農業集落数_農業振興地域,法制上の地域指定に該当している農業集落数_農業振興地域_農用地区域,法制上の地域指定に該当している農業集落数_振興山村地域,法制上の地域指定に該当している農業集落数_豪雪地帯,法制上の地域指定に該当している農業集落数_豪雪地帯_特別豪雪地帯,法制上の地域指定に該当している農業集落数_離島振興対策実施地域,法制上の地域指定に該当している農業集落数_特定農山村地域,法制上の地域指定に該当している農業集落数_過疎地域,法制上の地域指定に該当している農業集落数_半島振興対策実施地域,法制上の地域指定に該当している農業集落数_特認地域,いずれの指定もない農業集落数
1510816006,新潟県,西蒲区,峰岡村,伏部,1,-,1,-,1,1,1,1,-,-,-,-,-,-,-
1510816007,新潟県,西蒲区,峰岡村,松郷屋,1,-,1,-,1,1,1,1,-,-,-,-,-,-,-
1510816008,新潟県,西蒲区,峰岡村,平沢,1,-,1,-,1,1,1,1,-,-,-,-,-,-,-
1510816009,新潟県,西蒲区,峰岡村,福井,1,-,1,-,1,1,1,1,-,-,-,-,-,-,-
1510816010,新潟県,西蒲区,峰岡村,峰岡,1,-,1,-,1,1,1,1,-,-,-,-,-,-,-
1510816011,新潟県,西蒲区,峰岡村,舟戸,1,-,1,-,1,1,1,1,-,-,-,-,-,-,-
1510816012,新潟県,西蒲区,峰岡村,上木島,1,-,1,-,1,1,1,1,-,-,-,-,-,-,-
1510816013,新潟県,西蒲区,峰岡村,下木島,1,-,1,-,1,1,1,1,-,-,-,-,-,-,-
1510816014,新潟県,西蒲区,峰岡村,鷲の木,1,-,1,-,1,1,1,1,-,-,-,-,-,-,-
1510817000,新潟県,西蒲区,松野尾村,,4,-,4,-,4,4,-,4,-,-,-,-,-,-,-
1510817001,新潟県,西蒲区,松野尾村,松山,1,-,1,-,1,1,-,1,-,-,-,-,-,-,-
1510817002,新潟県,西蒲区,松野尾村,松野尾,1,-,1,-,1,1,-,1,-,-,-,-,-,-,-
1510817003,新潟県,西蒲区,松野尾村,新月,1,-,1,-,1,1,-,1,-,-,-,-,-,-,-
1510817004,新潟県,西蒲区,松野尾村,大原,1,-,1,-,1,1,-,1,-,-,-,-,-,-,-
1510818000,新潟県,西蒲区,角田村２－２,,2,-,2,-,2,2,-,2,-,-,-,-,-,-,-
1510818001,新潟県,西蒲区,角田村２－２,角田浜,1,-,1,-,1,1,-,1,-,-,-,-,-,-,-
1510818002,新潟県,西蒲区,角田村２－２,越前浜,1,-,1,-,1,1,-,1,-,-,-,-,-,-,-
1510819000,新潟県,西蒲区,浦浜村,,2,-,2,-,2,-,2,2,-,-,2,-,-,-,-
1510819001,新潟県,西蒲区,浦浜村,五ケ浜,1,-,1,-,1,-,1,1,-,-,1,-,-,-,-
1510819002,新潟県,西蒲区,浦浜村,角海浜,1,-,1,-,1,-,1,1,-,-,1,-,-,-,-
1510820000,新潟県,西蒲区,和納村３－３,,2,-,2,-,2,2,-,2,-,-,-,-,-,-,-
1510820001,新潟県,西蒲区,和納村３－３,安尻,1,-,1,-,1,1,-,1,-,-,-,-,-,-,-
1510820002,新潟県,西蒲区,和納村３－３,下和納,1,-,1,-,1,1,-,1,-,-,-,-,-,-,-
1520200000,新潟県,長岡市,,,514,97,252,56,510,459,6,514,350,-,180,183,-,21,-
1520201000,新潟県,長岡市,長岡市,,7,6,7,-,7,7,-,7,7,-,-,-,-,1,-
1520201001,新潟県,長岡市,長岡市,蔵王,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1520201002,新潟県,長岡市,長岡市,下中島,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1520201003,新潟県,長岡市,長岡市,上中島,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1520201004,新潟県,長岡市,長岡市,緑町３,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1520201005,新潟県,長岡市,長岡市,大島,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1520201006,新潟県,長岡市,長岡市,北山,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1520201007,新潟県,長岡市,長岡市,草生津,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1520201008,新潟県,長岡市,長岡市,千歳,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1520201009,新潟県,長岡市,長岡市,東新町,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1520201010,新潟県,長岡市,長岡市,城岡,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1520201011,新潟県,長岡市,長岡市,川崎,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520201012,新潟県,長岡市,長岡市,地蔵,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1520201013,新潟県,長岡市,長岡市,黒金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1520201014,新潟県,長岡市,長岡市,学校町,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1520201015,新潟県,長岡市,長岡市,四郎丸,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1520201016,新潟県,長岡市,長岡市,土合,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1520201017,新潟県,長岡市,長岡市,上条,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520201018,新潟県,長岡市,長岡市,大町,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520201019,新潟県,長岡市,長岡市,高畑,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520201020,新潟県,長岡市,長岡市,柿,1,-,1,-,1,1,-,1,1,-,-,-,-,1,-
1520201021,新潟県,長岡市,長岡市,鉢伏,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520201022,新潟県,長岡市,長岡市,長倉,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520202000,新潟県,長岡市,下川西村,,8,1,8,-,8,8,-,8,8,-,-,-,-,-,-
1520202001,新潟県,長岡市,下川西村,三之宮,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520202002,新潟県,長岡市,下川西村,芹川,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520202003,新潟県,長岡市,下川西村,上柳,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520202004,新潟県,長岡市,下川西村,雁島,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520202005,新潟県,長岡市,下川西村,花井,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520202006,新潟県,長岡市,下川西村,川袋,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520202007,新潟県,長岡市,下川西村,李崎,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520202008,新潟県,長岡市,下川西村,脇川新田,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520203000,新潟県,長岡市,黒条村,,7,4,7,-,7,7,-,7,7,-,-,-,-,-,-
1520203001,新潟県,長岡市,黒条村,下々条,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520203002,新潟県,長岡市,黒条村,黒津,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520203003,新潟県,長岡市,黒条村,新開,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520203004,新潟県,長岡市,黒条村,高見,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520203005,新潟県,長岡市,黒条村,天神,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520203006,新潟県,長岡市,黒条村,川辺,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520203007,新潟県,長岡市,黒条村,十二潟,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520204000,新潟県,長岡市,栖吉村,,13,4,13,-,13,11,-,13,13,-,-,-,-,2,-
1520204001,新潟県,長岡市,栖吉村,中沢,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520204002,新潟県,長岡市,栖吉村,千代栄,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520204003,新潟県,長岡市,栖吉村,悠久,1,1,1,-,1,-,-,1,1,-,-,-,-,-,-
1520204004,新潟県,長岡市,栖吉村,西片貝,1,1,1,-,1,1,-,1,1,-,-,-,-,1,-
1520204005,新潟県,長岡市,栖吉村,東片貝,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520204006,新潟県,長岡市,栖吉村,成願寺,1,-,1,-,1,1,-,1,1,-,-,-,-,1,-
1520204007,新潟県,長岡市,栖吉村,御山,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520204008,新潟県,長岡市,栖吉村,栖吉原,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520204009,新潟県,長岡市,栖吉村,栖吉善応寺,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520204010,新潟県,長岡市,栖吉村,栖吉中町,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520204011,新潟県,長岡市,栖吉村,栖吉大門,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520204012,新潟県,長岡市,栖吉村,栖吉入村,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520204013,新潟県,長岡市,栖吉村,栖吉風谷,1,-,1,-,1,-,-,1,1,-,-,-,-,-,-
1520205000,新潟県,長岡市,山本村,,8,-,8,-,8,7,-,8,8,-,-,-,-,-,-
1520205001,新潟県,長岡市,山本村,乙吉,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520205002,新潟県,長岡市,山本村,宮路,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520205003,新潟県,長岡市,山本村,麻生田,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520205004,新潟県,長岡市,山本村,浦瀬,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520205005,新潟県,長岡市,山本村,水穴,1,-,1,-,1,-,-,1,1,-,-,-,-,-,-
1520205006,新潟県,長岡市,山本村,加津保,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520205007,新潟県,長岡市,山本村,桂,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520205008,新潟県,長岡市,山本村,亀崎,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520206000,新潟県,長岡市,富曽亀村,,8,4,8,-,8,8,-,8,8,-,-,-,-,-,-
1520206001,新潟県,長岡市,富曽亀村,小曽根,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520206002,新潟県,長岡市,富曽亀村,堀金,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520206003,新潟県,長岡市,富曽亀村,新保,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520206004,新潟県,長岡市,富曽亀村,永田,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520206005,新潟県,長岡市,富曽亀村,稲葉,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520206006,新潟県,長岡市,富曽亀村,亀貝,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520206007,新潟県,長岡市,富曽亀村,富島,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520206008,新潟県,長岡市,富曽亀村,宮下,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520207000,新潟県,長岡市,新組村２－１,,7,2,7,-,7,7,-,7,7,-,-,-,-,-,-
1520207001,新潟県,長岡市,新組村２－１,四ツ屋,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520207002,新潟県,長岡市,新組村２－１,百束,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520207003,新潟県,長岡市,新組村２－１,福井,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520207004,新潟県,長岡市,新組村２－１,大黒,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520207005,新潟県,長岡市,新組村２－１,七軒,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520207006,新潟県,長岡市,新組村２－１,新組,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520207007,新潟県,長岡市,新組村２－１,福島,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520208000,新潟県,長岡市,上川西村,,11,10,11,-,11,5,-,11,11,-,-,-,-,-,-
1520208001,新潟県,長岡市,上川西村,三ツ郷屋,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1520208002,新潟県,長岡市,上川西村,緑町２,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1520208003,新潟県,長岡市,上川西村,古正寺,1,1,1,-,1,-,-,1,1,-,-,-,-,-,-
1520208004,新潟県,長岡市,上川西村,寺島,1,1,1,-,1,-,-,1,1,-,-,-,-,-,-
1520208005,新潟県,長岡市,上川西村,蓮潟,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520208006,新潟県,長岡市,上川西村,宮関,1,1,1,-,1,-,-,1,1,-,-,-,-,-,-
1520208007,新潟県,長岡市,上川西村,下柳,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1520208008,新潟県,長岡市,上川西村,荻野,1,1,1,-,1,-,-,1,1,-,-,-,-,-,-
1520208009,新潟県,長岡市,上川西村,藤沢,1,1,1,-,1,-,-,1,1,-,-,-,-,-,-
1520208010,新潟県,長岡市,上川西村,上野,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520208011,新潟県,長岡市,上川西村,巻島,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520208012,新潟県,長岡市,上川西村,渡場,1,1,1,-,1,-,-,1,1,-,-,-,-,-,-
1520208013,新潟県,長岡市,上川西村,槇山,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520208014,新潟県,長岡市,上川西村,槇下,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520209000,新潟県,長岡市,福戸村,,5,1,5,-,5,5,-,5,5,-,-,-,-,-,-
1520209001,新潟県,長岡市,福戸村,南新保,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520209002,新潟県,長岡市,福戸村,福道,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520209003,新潟県,長岡市,福戸村,福戸,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520209004,新潟県,長岡市,福戸村,大荒戸,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520209005,新潟県,長岡市,福戸村,高野,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520210000,新潟県,長岡市,王寺川村,,3,-,3,-,3,3,-,3,3,-,-,-,-,-,-
1520210001,新潟県,長岡市,王寺川村,王番田,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520210002,新潟県,長岡市,王寺川村,寺宝,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520210003,新潟県,長岡市,王寺川村,河根川,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520211000,新潟県,長岡市,日越村,,9,7,9,-,9,8,-,9,9,-,-,-,-,-,-
1520211001,新潟県,長岡市,日越村,上除,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520211002,新潟県,長岡市,日越村,石動,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520211003,新潟県,長岡市,日越村,七日町,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520211004,新潟県,長岡市,日越村,福山,1,1,1,-,1,-,-,1,1,-,-,-,-,-,-
1520211005,新潟県,長岡市,日越村,喜多,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520211006,新潟県,長岡市,日越村,宝地,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520211007,新潟県,長岡市,日越村,高瀬,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520211008,新潟県,長岡市,日越村,堺,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520211009,新潟県,長岡市,日越村,雨池,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520212000,新潟県,長岡市,深才村,,12,6,12,-,12,12,-,12,12,-,-,-,-,1,-
1520212001,新潟県,長岡市,深才村,親沢,1,-,1,-,1,1,-,1,1,-,-,-,-,1,-
1520212002,新潟県,長岡市,深才村,深沢１,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520212003,新潟県,長岡市,深才村,深沢２,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520212004,新潟県,長岡市,深才村,深沢３,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520212005,新潟県,長岡市,深才村,深沢４,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520212006,新潟県,長岡市,深才村,上富岡,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520212007,新潟県,長岡市,深才村,藤橋,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520212008,新潟県,長岡市,深才村,才津１,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520212009,新潟県,長岡市,深才村,才津２,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520212010,新潟県,長岡市,深才村,才津３,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520212011,新潟県,長岡市,深才村,才津４,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520212012,新潟県,長岡市,深才村,下山,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520213000,新潟県,長岡市,宮内町,,22,12,22,-,22,21,-,22,22,-,-,-,-,-,-
1520213001,新潟県,長岡市,宮内町,村松,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520213002,新潟県,長岡市,宮内町,竹町,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520213003,新潟県,長岡市,宮内町,釜沢,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520213004,新潟県,長岡市,宮内町,鷺ノ巣,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520213005,新潟県,長岡市,宮内町,横枕,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520213006,新潟県,長岡市,宮内町,上島,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520213007,新潟県,長岡市,宮内町,豊詰,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520213008,新潟県,長岡市,宮内町,下条,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520213009,新潟県,長岡市,宮内町,定明,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520213010,新潟県,長岡市,宮内町,摂田屋,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520213011,新潟県,長岡市,宮内町,曲新町,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520213012,新潟県,長岡市,宮内町,仲子,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520213013,新潟県,長岡市,宮内町,宮内,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1520213014,新潟県,長岡市,宮内町,三和,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1520213015,新潟県,長岡市,宮内町,左近,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520213016,新潟県,長岡市,宮内町,大宮,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520213017,新潟県,長岡市,宮内町,今井,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520213018,新潟県,長岡市,宮内町,平島,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1520213019,新潟県,長岡市,宮内町,水梨,1,1,1,-,1,-,-,1,1,-,-,-,-,-,-
1520213020,新潟県,長岡市,宮内町,青山,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520213021,新潟県,長岡市,宮内町,前島,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520213022,新潟県,長岡市,宮内町,青島,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520213023,新潟県,長岡市,宮内町,上前島,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520213024,新潟県,長岡市,宮内町,町田,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520213025,新潟県,長岡市,宮内町,青木,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520214000,新潟県,長岡市,十日町村,,4,1,4,-,4,4,-,4,4,-,-,-,-,-,-
1520214001,新潟県,長岡市,十日町村,十日町,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520214002,新潟県,長岡市,十日町村,片田,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520214003,新潟県,長岡市,十日町村,高島,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520214004,新潟県,長岡市,十日町村,大川原,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520215000,新潟県,長岡市,六日市村２－１,,7,-,6,-,7,5,-,7,7,-,-,-,-,-,-
1520215001,新潟県,長岡市,六日市村２－１,妙見,1,-,1,-,1,-,-,1,1,-,-,-,-,-,-
1520215002,新潟県,長岡市,六日市村２－１,十二平,1,-,-,-,1,-,-,1,1,-,-,-,-,-,-
1520215003,新潟県,長岡市,六日市村２－１,中潟,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520215004,新潟県,長岡市,六日市村２－１,三俵野,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520215005,新潟県,長岡市,六日市村２－１,六日市,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520215006,新潟県,長岡市,六日市村２－１,滝谷,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520215007,新潟県,長岡市,六日市村２－１,渡沢,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520216000,新潟県,長岡市,太田村２－１,,3,-,1,-,3,2,-,3,3,-,3,-,-,-,-
1520216001,新潟県,長岡市,太田村２－１,蓬平,1,-,-,-,1,1,-,1,1,-,1,-,-,-,-
1520216002,新潟県,長岡市,太田村２－１,濁沢,1,-,1,-,1,1,-,1,1,-,1,-,-,-,-
1520216003,新潟県,長岡市,太田村２－１,竹之高地,1,-,-,-,1,-,-,1,1,-,1,-,-,-,-
1520217000,新潟県,長岡市,関原町,,5,5,5,-,5,5,-,5,5,-,-,-,-,-,-
1520217001,新潟県,長岡市,関原町,五反田,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520217002,新潟県,長岡市,関原町,関原,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520217003,新潟県,長岡市,関原町,高寺,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520217004,新潟県,長岡市,関原町,高頭,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520217005,新潟県,長岡市,関原町,白鳥,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520218000,新潟県,長岡市,日吉村２－２,,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520218001,新潟県,長岡市,日吉村２－２,雲出,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520219000,新潟県,長岡市,黒川村２－２,,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520219001,新潟県,長岡市,黒川村２－２,成沢,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520220000,新潟県,長岡市,宮本村,,12,6,12,-,12,10,-,12,12,-,-,-,-,-,-
1520220001,新潟県,長岡市,宮本村,熊之宮,1,-,1,-,1,-,-,1,1,-,-,-,-,-,-
1520220002,新潟県,長岡市,宮本村,五百川,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520220003,新潟県,長岡市,宮本村,堀之内上,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520220004,新潟県,長岡市,宮本村,堀之内下,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520220005,新潟県,長岡市,宮本村,宮本２,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520220006,新潟県,長岡市,宮本村,宮本３,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520220007,新潟県,長岡市,宮本村,宮本４,1,-,1,-,1,1,-,1,1,-,-,-,-,-,-
1520220008,新潟県,長岡市,宮本村,宮本１（新保）,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520220009,新潟県,長岡市,宮本村,宮本１（新田）,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520220010,新潟県,長岡市,宮本村,関屋,1,1,1,-,1,-,-,1,1,-,-,-,-,-,-
1520220011,新潟県,長岡市,宮本村,稲場,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520220012,新潟県,長岡市,宮本村,仲村,1,1,1,-,1,1,-,1,1,-,-,-,-,-,-
1520221000,新潟県,長岡市,大積村,,11,1,11,-,11,9,-,11,11,-,11,-,-,-,-
1520221001,新潟県,長岡市,大積村,高鳥,1,-,1,-,1,1,-,1,1,-,1,-,-,-,-
1520221002,新潟県,長岡市,大積村,千本平,1,-,1,-,1,1,-,1,1,-,1,-,-,-,-
1520221003,新潟県,長岡市,大積村,田代,1,-,1,-,1,1,-,1,1,-,1,-,-,-,-
1520221004,新潟県,長岡市,大積村,熊上,1,-,1,-,1,1,-,1,1,-,1,-,-,-,-
1520221005,新潟県,長岡市,大積村,折渡,1,-,1,-,1,-,-,1,1,-,1,-,-,-,-
1520221006,新潟県,長岡市,大積村,三島谷,1,-,1,-,1,1,-,1,1,-,1,-,-,-,-
1520221007,新潟県,長岡市,大積村,善間,1,-,1,-,1,1,-,1,1,-,1,-,-,-,-
1520221008,新潟県,長岡市,大積村,大積１,1,1,1,-,1,1,-,1,1,-,1,-,-,-,-
1520221009,新潟県,長岡市,大積村,大積２,1,-,1,-,1,1,-,1,1,-,1,-,-,-,-
1520221010,新潟県,長岡市,大積村,大積３,1,-,1,-,1,1,-,1,1,-,1,-,-,-,-
1520221011,新潟県,長岡市,大積村,灰下,1,-,1,-,1,-,-,1,1,-,1,-,-,-,-
1520222000,新潟県,長岡市,中之島町,,54,8,47,-,52,50,-,54,-,-,-,-,-,-,-
1520222001,新潟県,長岡市,中之島町,押切思川,1,-,1,-,1,1,-,1,-,-,-,-,-,-,-
1520222002,新潟県,長岡市,中之島町,押切駅前,1,-,1,-,1,1,-,1,-,-,-,-,-,-,-
1520222003,新潟県,長岡市,中之島町,池之島,1,-,1,-,1,1,-,1,-,-,-,-,-,-,-
1520222004,新潟県,長岡市,中之島町,坪根,1,-,1,-,1,1,-,1,-,-,-,-,-,-,-
1520222005,新潟県,長岡市,中之島町,大口,1,1,1,-,1,1,-,1,-,-,-,-,-,-,-
1520222006,新潟県,長岡市,中之島町,大曲戸,1,1,1,-,1,1,-,1,-,-,-,-,-,-,-
1520222007,新潟県,長岡市,中之島町,中興野,1,1,1,-,-,-,-,1,-,-,-,-,-,-,-
1520222008,新潟県,長岡市,中之島町,灰島新田,1,1,1,-,1,1,-,1,-,-,-,-,-,-,-
1520222009,新潟県,長岡市,中之島町,大保,1,-,1,-,1,1,-,1,-,-,-,-,-,-,-
1520222010,新潟県,長岡市,中之島町,品之木,1,-,1,-,1,1,-,1,-,-,-,-,-,-,-
1520222011,新潟県,長岡市,中之島町,横山,1,-,1,-,1,1,-,1,-,-,-,-,-,-,-
1520222012,新潟県,長岡市,中之島町,関根,1,-,1,-,1,1,-,1,-,-,-,-,-,-,-
1520222013,新潟県,長岡市,中之島町,宮内下村,1,-,1,-,1,1,-,1,-,-,-,-,-,-,-
1520222014,新潟県,長岡市,中之島町,島田,1,-,1,-,1,1,-,1,-,-,-,-,-,-,-
1520222015,新潟県,長岡市,中之島町,長呂,1,-,1,-,1,1,-,1,-,-,-,-,-,-,-
1520222016,新潟県,長岡市,中之島町,宮内,1,-,1,-,1,1,-,1,-,-,-,-,-,-,-
