KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T001100001,T001100002,T001100003,T001100004,T001100005,T001100006,T001100007,T001100008,T001100009,T001100010,T001100011,T001100012,T001100013,T001100014,T001100015,T001100016,T001100017,T001100018,T001100019,T001100020,T001100021,T001100022,T001100023,T001100024,T001100025,T001100026,T001100027,T001100028,T001100029,T001100030,T001100031,T001100032,T001100033,T001100034,T001100035,T001100036,T001100037,T001100038,T001100039,T001100040,T001100041,T001100042,T001100043,T001100044,T001100045,T001100046,T001100047,T001100048,T001100049,T001100050
55370012,0,,,456,184,272,26,13,13,426,171,255,154,80,74,422,170,252,422,170,252,272,91,181,193,50,143,101,18,83,15,0,15,7,3,4,95,93,11,23,21,18,13,7,0,81,43,38,5,73,0,8,11
55370013,0,,,77,38,39,8,4,4,69,34,35,31,20,11,67,32,35,67,32,35,38,14,24,17,6,11,7,1,6,1,0,1,0,0,0,26,26,4,8,6,3,4,0,1,22,13,9,0,23,0,4,6
55370014,0,,,16,8,8,2,0,2,14,8,6,5,3,2,13,8,5,13,8,5,9,5,4,3,2,1,2,1,1,0,0,0,0,0,0,5,5,2,1,0,1,0,0,1,3,2,1,0,5,0,2,1
55370015,0,,,74,36,38,5,2,3,69,34,35,46,25,21,67,34,33,67,34,33,23,9,14,14,4,10,1,1,0,0,0,0,0,0,0,25,25,4,6,7,4,3,1,0,21,16,5,3,15,0,0,4
55370016,0,,,170,75,95,20,6,14,150,69,81,93,44,49,147,68,79,146,68,78,57,25,32,33,12,21,8,3,5,0,0,0,2,1,1,54,54,6,16,13,7,9,1,2,47,31,16,4,38,0,4,8
55370018,0,,,42,23,19,3,1,2,39,22,17,19,12,7,39,22,17,39,22,17,20,10,10,8,5,3,1,1,0,1,1,0,0,0,0,19,19,7,6,4,0,1,1,0,12,9,3,0,14,0,5,4
55370019,0,,,294,139,155,37,21,16,257,118,139,165,78,87,243,115,128,239,113,126,92,40,52,41,16,25,9,1,8,0,0,0,2,1,1,95,95,19,21,19,15,13,7,1,76,50,26,5,64,1,13,8
55370020,0,,,287,140,147,7,4,3,280,136,144,155,79,76,272,133,139,267,133,134,125,57,68,58,21,37,18,2,16,4,0,4,12,8,4,85,84,20,19,17,11,6,7,4,63,35,28,2,64,7,8,8
55370021,0,,,1321,638,683,177,97,80,1095,518,577,761,381,380,1053,498,555,1031,488,543,334,137,197,166,55,111,58,11,47,6,0,6,11,6,5,461,459,76,129,113,97,27,14,3,364,286,78,53,212,7,37,36
55370022,0,,,1048,504,544,87,45,42,951,455,496,619,316,303,920,436,484,904,426,478,332,139,193,152,64,88,41,13,28,4,0,4,6,4,2,351,349,43,99,90,77,25,13,2,301,211,90,23,213,1,27,38
55370023,1,,55370024,200,92,108,15,8,7,199,92,107,105,52,53,193,88,105,190,87,103,94,40,54,49,19,30,20,7,13,1,0,1,1,1,0,67,67,12,17,18,11,6,3,3,57,36,21,4,55,0,9,11
55370024,2,55370023,,14,8,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
55370025,0,,,340,165,175,41,21,20,299,144,155,178,91,87,289,141,148,283,139,144,121,53,68,50,19,31,23,6,17,2,1,1,2,1,1,113,113,11,40,32,14,5,9,2,102,74,28,9,70,2,7,17
55370026,0,,,108,56,52,15,9,6,93,47,46,60,30,30,85,42,43,82,41,41,33,17,16,16,6,10,3,1,2,0,0,0,0,0,0,34,34,6,9,4,9,2,2,2,28,18,10,3,23,0,5,6
55370027,2,55370037,,6,2,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
55370028,0,,,145,42,103,4,1,3,141,41,100,33,17,16,140,41,99,140,41,99,108,24,84,88,18,70,59,11,48,13,0,13,1,0,1,22,21,3,8,4,3,3,0,0,17,12,5,0,15,0,3,3
55370029,0,,,387,192,195,55,35,20,332,157,175,192,93,99,326,154,172,323,152,171,140,64,76,75,31,44,16,2,14,0,0,0,3,0,3,127,127,24,30,30,22,11,2,8,102,65,37,17,92,0,20,17
55370030,0,,,95,49,46,14,6,8,81,43,38,48,28,20,78,40,38,76,39,37,33,15,18,18,9,9,8,4,4,0,0,0,0,0,0,29,29,2,8,11,2,3,1,2,26,15,11,1,22,0,2,4
55370031,0,,,1346,668,678,129,65,64,1205,597,608,725,354,371,1179,585,594,1164,579,585,480,243,237,177,83,94,40,13,27,3,0,3,9,4,5,469,468,79,152,114,73,30,15,5,383,296,87,31,313,0,47,87
55370032,0,,,263,121,142,15,8,7,248,113,135,136,67,69,240,106,134,237,105,132,112,46,66,64,22,42,24,6,18,3,0,3,3,1,2,93,93,13,32,26,11,5,4,2,79,53,26,6,72,0,9,19
55370033,0,,,386,187,199,34,18,16,352,169,183,192,99,93,335,157,178,333,155,178,160,70,90,86,35,51,30,13,17,3,1,2,2,0,2,122,122,20,36,19,19,13,11,4,102,55,47,8,102,0,18,27
55370034,0,,,251,122,129,29,15,14,222,107,115,132,67,65,218,104,114,216,102,114,90,40,50,41,14,27,14,3,11,0,0,0,1,0,1,80,80,12,27,13,12,5,7,4,67,41,26,4,56,0,6,16
55370035,0,,,74,38,36,13,9,4,61,29,32,33,17,16,61,29,32,60,29,31,28,12,16,14,6,8,2,0,2,0,0,0,0,0,0,29,29,6,11,6,3,2,1,0,23,18,5,3,20,0,6,5
55370036,0,,,652,313,339,64,27,37,588,286,302,316,158,158,570,280,290,564,277,287,272,128,144,118,57,61,25,6,19,2,0,2,0,0,0,235,231,43,68,53,38,18,10,1,188,140,48,18,164,1,26,48
55370037,1,,55370027,2761,1380,1381,300,171,129,2462,1206,1256,1338,678,660,2398,1171,1227,2350,1148,1202,1124,528,596,428,211,217,111,34,77,13,4,9,24,7,17,1047,1046,178,413,245,128,51,21,12,866,743,123,73,682,10,106,261
55370038,0,,,288,151,137,51,28,23,235,121,114,183,96,87,216,107,109,210,103,107,52,25,27,17,10,7,2,1,1,0,0,0,2,2,0,112,112,33,25,25,19,7,2,1,78,70,8,14,33,14,1,13
55370039,0,,,1624,798,826,274,160,114,1339,630,709,1069,514,555,1266,589,677,1216,562,654,270,116,154,110,48,62,21,7,14,0,0,0,21,12,9,565,565,119,129,138,106,44,19,10,445,373,72,55,181,28,27,39
55370040,0,,,253,123,130,19,10,9,221,105,116,125,64,61,212,98,114,207,95,112,96,41,55,55,21,34,19,5,14,0,0,0,0,0,0,84,84,12,30,15,10,9,5,3,68,44,24,5,59,0,8,14
55370041,0,,,116,52,64,17,4,13,99,48,51,64,32,32,96,46,50,95,46,49,35,16,19,17,6,11,7,3,4,0,0,0,1,0,1,31,31,0,8,10,4,4,2,3,31,20,11,3,20,0,0,1
55370042,0,,,1270,621,649,220,108,112,1050,513,537,772,387,385,974,475,499,946,457,489,278,126,152,121,48,73,47,16,31,4,1,3,11,6,5,376,375,32,85,78,113,43,19,5,342,272,70,33,162,1,16,36
55370043,0,,,306,153,153,28,17,11,278,136,142,156,84,72,271,134,137,266,132,134,122,52,70,68,27,41,19,6,13,2,0,2,0,0,0,97,97,15,28,22,9,10,8,5,82,51,31,7,78,0,11,14
55370044,0,,,515,257,258,30,17,13,485,240,245,232,121,111,473,233,240,469,230,239,253,119,134,102,40,62,28,7,21,4,1,3,12,12,0,129,128,27,38,21,24,8,7,3,100,67,33,9,92,11,14,23
55370045,0,,,687,321,366,59,28,31,628,293,335,364,172,192,608,285,323,600,283,317,264,121,143,139,49,90,52,15,37,5,2,3,2,0,2,227,225,37,59,56,41,13,17,2,186,127,59,10,162,0,28,28
55370046,0,,,1063,514,549,152,74,78,910,439,471,519,254,265,890,432,458,881,426,455,391,185,206,201,87,114,61,23,38,7,0,7,7,3,4,310,308,47,93,52,64,34,14,4,261,198,63,46,184,5,26,51
55370047,0,,,4686,2256,2430,593,290,303,4052,1937,2115,2608,1298,1310,3910,1862,2048,3765,1781,1984,1444,639,805,716,345,371,122,49,73,4,0,4,233,108,125,1944,1944,588,591,366,252,90,41,16,1343,1146,197,168,944,143,213,311
55370048,0,,,1246,664,582,183,103,80,1042,546,496,716,394,322,1022,538,484,976,501,475,326,152,174,154,64,90,48,19,29,3,3,0,16,9,7,498,498,154,120,102,86,21,12,3,343,275,68,80,205,55,31,65
55370049,0,,,544,270,274,62,28,34,464,231,233,341,178,163,434,221,213,419,215,204,123,53,70,52,19,33,14,4,10,1,1,0,7,4,3,191,191,44,37,48,40,13,7,2,143,112,31,14,83,12,8,20
55370050,0,,,694,329,365,89,42,47,584,276,308,348,174,174,567,270,297,561,267,294,236,102,134,123,45,78,48,12,36,6,1,5,7,5,2,225,224,32,60,50,49,19,9,5,186,129,57,15,147,2,20,27
55370051,0,,,320,159,161,43,25,18,277,134,143,169,84,85,272,132,140,266,130,136,108,50,58,43,16,27,19,5,14,1,0,1,1,0,1,94,94,7,26,21,15,14,9,2,86,51,35,15,68,0,7,17
55370052,0,,,248,112,136,28,16,12,220,96,124,138,68,70,209,90,119,203,85,118,82,28,54,43,10,33,21,2,19,2,0,2,1,0,1,70,69,6,18,11,20,10,3,1,63,43,20,5,42,0,3,12
55370053,0,,,384,182,202,48,25,23,336,157,179,191,99,92,320,151,169,315,149,166,145,58,87,74,25,49,23,5,18,2,1,1,1,0,1,121,121,24,31,18,17,17,8,6,95,52,43,9,92,0,17,18
55370054,0,,,460,234,226,93,47,46,367,187,180,250,132,118,349,175,174,344,172,172,117,55,62,47,19,28,15,4,11,3,0,3,16,13,3,145,144,19,34,33,39,11,2,6,125,93,32,21,68,11,5,21
55370055,0,,,37,16,21,4,3,1,33,13,20,17,8,9,33,13,20,32,13,19,16,5,11,10,3,7,3,0,3,1,0,1,0,0,0,12,12,1,3,5,1,1,1,0,11,5,6,1,10,0,1,0
55370056,0,,,778,389,389,153,85,68,625,304,321,475,246,229,582,277,305,560,264,296,150,58,92,72,22,50,22,3,19,4,0,4,0,0,0,236,235,26,46,55,71,27,4,6,209,162,47,47,94,1,14,21
55370057,0,,,4202,2258,1944,556,294,262,3555,1907,1648,2791,1577,1214,3428,1836,1592,3222,1694,1528,764,330,434,360,150,210,94,34,60,6,2,4,151,85,66,2046,2045,1033,375,277,264,67,20,9,1002,883,119,156,528,418,172,129
55370058,0,,,1209,592,617,171,76,95,1024,506,518,717,371,346,979,487,492,953,473,480,307,135,172,146,72,74,38,17,21,3,2,1,10,5,5,480,480,129,139,108,58,35,6,5,346,299,47,38,191,36,29,57
55370059,0,,,27,13,14,3,1,2,24,12,12,15,9,6,22,11,11,21,11,10,9,3,6,5,1,4,1,0,1,0,0,0,0,0,0,8,8,0,4,0,2,1,1,0,8,6,2,1,6,0,0,2
55370060,0,,,713,344,369,67,43,24,630,293,337,367,170,197,605,279,326,589,274,315,263,123,140,127,65,62,36,15,21,4,1,3,9,3,6,250,250,37,84,53,49,14,9,4,208,166,42,20,162,0,26,57
55370061,0,,,286,135,151,22,10,12,264,125,139,126,59,67,260,124,136,254,121,133,138,66,72,70,30,40,22,6,16,2,0,2,0,0,0,52,50,4,16,10,6,5,6,3,46,26,20,3,40,0,4,8
55370062,0,,,352,174,178,28,16,12,323,157,166,165,90,75,312,151,161,305,147,158,158,67,91,77,30,47,26,6,20,3,0,3,1,0,1,127,126,19,54,22,16,10,2,3,106,83,23,6,90,0,15,30
55370063,0,,,1141,561,580,135,72,63,1002,487,515,691,347,344,964,468,496,944,460,484,311,140,171,142,57,85,47,16,31,1,0,1,10,4,6,392,392,70,105,97,63,33,17,7,321,241,80,32,197,4,21,49
55370064,0,,,1832,881,951,401,213,188,1429,667,762,1081,525,556,1341,621,720,1299,599,700,348,142,206,175,57,118,84,20,64,15,1,14,7,4,3,552,550,65,111,134,164,52,18,6,485,411,74,101,181,9,20,51
55370065,0,,,390,183,207,58,28,30,332,155,177,198,103,95,313,147,166,309,145,164,134,52,82,55,11,44,27,3,24,2,1,1,1,0,1,129,129,23,34,29,17,16,6,4,106,67,39,13,93,0,18,14
55370066,0,,,1310,662,648,169,98,71,1134,558,576,785,409,376,1085,533,552,1059,518,541,349,149,200,167,64,103,56,16,40,10,3,7,11,5,6,472,470,113,113,119,74,35,9,7,356,283,73,53,209,23,29,40
55370067,0,,,3404,1689,1715,345,180,165,3026,1487,1539,2075,1081,994,2947,1448,1499,2871,1400,1471,951,406,545,476,184,292,146,44,102,3,2,1,49,18,31,1530,1528,614,398,251,166,49,37,13,904,728,176,115,642,180,148,164
55370068,0,,,4158,2023,2135,572,282,290,3552,1718,1834,2564,1296,1268,3425,1663,1762,3356,1627,1729,988,422,566,479,185,294,140,36,104,11,1,10,109,40,69,1695,1695,505,473,338,254,91,19,15,1168,997,171,183,659,153,142,163
55370069,0,,,2329,1134,1195,448,233,215,1871,894,977,1423,687,736,1806,859,947,1769,836,933,448,207,241,201,83,118,71,30,41,6,3,3,59,7,52,842,841,162,233,194,181,52,16,3,666,587,79,147,276,53,43,78
55370070,0,,,2785,1376,1409,313,162,151,2322,1137,1185,1575,803,772,2261,1102,1159,2217,1081,1136,747,334,413,342,144,198,109,39,70,9,2,7,121,61,60,1189,1188,431,302,215,158,44,26,12,724,585,139,93,478,74,79,140
55370071,0,,,3085,1508,1577,333,165,168,2451,1160,1291,1748,909,839,2381,1122,1259,2338,1098,1240,703,251,452,423,107,316,233,41,192,53,9,44,33,10,23,1378,1372,602,355,216,144,40,11,4,708,632,76,125,318,95,79,92
55370072,0,,,2433,1174,1259,320,165,155,1979,934,1045,1452,713,739,1916,900,1016,1893,889,1004,527,221,306,224,86,138,61,20,41,5,0,5,20,10,10,1025,1024,340,287,190,148,37,14,8,648,560,88,122,336,45,81,83
55370073,0,,,1904,938,966,212,109,103,1688,827,861,1067,557,510,1645,802,843,1618,787,831,621,270,351,269,107,162,88,24,64,9,3,6,40,24,16,733,733,175,217,166,112,37,19,7,555,444,111,65,403,24,78,106
55370074,0,,,2742,1294,1448,337,186,151,2396,1104,1292,1574,762,812,2301,1058,1243,2251,1031,1220,822,342,480,399,153,246,124,37,87,7,1,6,15,9,6,991,991,198,272,243,179,56,30,13,786,624,162,82,541,14,120,113
55370075,0,,,2151,1015,1136,306,161,145,1838,849,989,1259,595,664,1775,818,957,1726,798,928,579,254,325,249,99,150,57,18,39,5,1,4,25,15,10,787,787,163,222,171,153,55,18,5,619,512,107,92,375,21,70,102
55370076,0,,,780,364,416,110,53,57,669,311,358,464,218,246,633,291,342,617,285,332,205,93,112,86,32,54,24,3,21,4,0,4,10,3,7,267,267,48,68,62,56,18,11,4,219,168,51,25,135,4,24,27
55370077,0,,,623,280,343,59,32,27,558,245,313,352,155,197,547,238,309,535,232,303,206,90,116,103,39,64,44,14,30,6,1,5,17,0,17,268,267,96,79,42,27,11,8,4,170,127,43,19,136,31,35,42
55370078,0,,,684,296,388,62,33,29,622,263,359,303,149,154,610,255,355,601,251,350,319,114,205,194,55,139,84,17,67,12,3,9,2,0,2,199,198,33,60,40,34,11,12,8,163,111,52,12,149,3,21,30
55370079,0,,,283,115,168,19,13,6,264,102,162,122,63,59,256,97,159,249,94,155,142,39,103,101,22,79,63,10,53,9,2,7,0,0,0,70,69,10,21,18,9,4,4,3,58,44,14,5,46,0,8,11
55370080,0,,,4987,2425,2562,428,219,209,4234,2019,2215,2555,1315,1240,4100,1940,2160,4042,1915,2127,1679,704,975,886,341,545,297,94,203,26,5,21,73,34,39,2353,2351,1023,604,353,238,90,28,15,1283,1035,248,100,1126,109,345,283
55370081,0,,,3668,1820,1848,400,206,194,2943,1420,1523,2055,1049,1006,2839,1360,1479,2799,1343,1456,888,371,517,470,170,300,148,48,100,6,2,4,69,22,47,1755,1755,816,393,259,195,63,13,16,877,750,127,125,618,102,214,135
55370082,0,,,4830,2337,2493,593,308,285,3957,1872,2085,2753,1355,1398,3825,1809,2016,3749,1780,1969,1204,517,687,601,243,358,157,48,109,13,2,11,69,31,38,1965,1962,584,532,416,285,104,30,11,1311,1102,209,180,799,59,165,204
55370083,0,,,2195,1015,1180,211,105,106,1835,827,1008,1183,573,610,1769,799,970,1742,787,955,652,254,398,330,123,207,88,25,63,7,1,6,91,41,50,959,958,324,307,163,105,35,16,8,595,509,86,56,445,36,140,108
55370084,0,,,2776,1310,1466,398,203,195,2365,1096,1269,1636,775,861,2286,1068,1218,2247,1046,1201,729,321,408,335,135,200,108,25,83,9,0,9,120,36,84,1057,1056,297,265,210,168,76,27,13,747,591,156,110,471,87,85,111
55370085,0,,,1823,900,923,365,195,170,1453,701,752,1008,502,506,1400,673,727,1366,659,707,445,199,246,208,86,122,76,25,51,9,2,7,10,5,5,596,594,79,164,137,132,51,24,7,511,427,84,118,271,6,43,73
55370086,0,,,117,56,61,7,5,2,110,51,59,61,29,32,109,51,58,108,51,57,49,22,27,14,5,9,5,2,3,0,0,0,4,2,2,44,44,7,15,13,6,1,2,0,36,27,9,2,33,1,4,7
55370087,0,,,640,318,322,96,55,41,544,263,281,324,161,163,529,260,269,520,255,265,220,102,118,106,48,58,42,17,25,3,1,2,6,2,4,215,215,32,63,43,44,24,7,2,183,134,49,18,133,0,23,34
55370088,0,,,312,148,164,41,19,22,271,129,142,152,73,79,265,126,139,263,125,138,119,56,63,54,23,31,13,3,10,0,0,0,6,3,3,92,92,9,29,10,20,11,11,2,83,49,34,9,72,0,9,18
55370089,0,,,244,114,130,18,9,9,226,105,121,129,64,65,217,101,116,212,98,114,97,41,56,41,15,26,15,3,12,2,1,1,2,2,0,84,84,13,29,16,14,5,5,2,71,43,28,3,59,0,7,16
55370090,0,,,4569,2136,2433,320,171,149,4062,1867,2195,2078,1061,1017,3970,1813,2157,3914,1788,2126,1984,806,1178,1095,413,682,370,121,249,37,9,28,21,7,14,1962,1959,626,649,351,190,79,49,15,1290,1001,289,75,1304,25,369,344
55370091,0,,,3719,1792,1927,273,148,125,3270,1533,1737,1713,874,839,3202,1490,1712,3172,1476,1696,1557,659,898,877,351,526,255,88,167,28,10,18,47,15,32,1764,1763,662,608,262,155,42,24,10,1063,881,182,75,1061,34,342,301
55370092,0,,,4862,2323,2539,543,268,275,4033,1899,2134,2648,1313,1335,3892,1814,2078,3822,1778,2044,1385,586,799,710,274,436,227,84,143,13,5,8,111,53,58,2057,2054,654,637,352,279,81,37,14,1321,1118,203,137,940,55,274,265
55370093,0,,,2170,1071,1099,236,129,107,1809,866,943,1179,587,592,1748,841,907,1709,823,886,630,279,351,283,118,165,84,32,52,11,3,8,61,30,31,892,891,270,265,174,113,41,23,5,595,510,85,65,394,22,88,95
55370094,0,,,1265,574,691,150,83,67,1113,489,624,631,322,309,1072,469,603,1049,460,589,482,167,315,312,87,225,169,29,140,32,1,31,7,4,3,366,364,73,91,77,71,28,19,5,290,222,68,31,185,3,34,35
55370095,0,,,159,71,88,15,7,8,144,64,80,65,32,33,139,61,78,137,60,77,79,32,47,42,13,29,17,3,14,5,0,5,0,0,0,44,43,5,12,10,5,4,3,4,38,21,17,5,38,0,4,9
55370096,0,,,335,157,178,38,18,20,297,139,158,190,92,98,286,136,150,283,136,147,107,47,60,54,24,30,17,7,10,0,0,0,16,9,7,108,108,17,25,26,22,9,7,2,91,60,31,15,69,4,7,14
55370097,0,,,738,341,397,115,62,53,620,276,344,395,189,206,609,270,339,600,264,336,225,87,138,131,42,89,59,15,44,7,2,5,44,18,26,230,228,26,67,67,34,15,14,5,199,150,49,38,118,0,17,19
55370098,0,,,260,133,127,23,14,9,237,119,118,155,83,72,233,116,117,232,115,117,82,36,46,36,9,27,13,2,11,0,0,0,8,6,2,89,89,18,20,21,18,8,1,3,71,50,21,6,57,6,10,10
55370099,0,,,294,160,134,18,13,5,276,147,129,166,97,69,263,139,124,257,134,123,110,50,60,54,23,31,25,9,16,1,0,1,6,6,0,97,97,26,19,14,16,10,10,2,71,37,34,2,69,4,16,9
55370100,0,,,261,131,130,22,15,7,239,116,123,131,67,64,232,111,121,230,111,119,108,49,59,43,17,26,20,8,12,1,0,1,0,0,0,90,90,17,24,20,16,7,5,1,72,53,19,8,66,0,10,16
55370101,0,,,135,68,67,10,5,5,125,63,62,84,44,40,120,62,58,119,62,57,41,19,22,22,9,13,7,3,4,2,1,1,0,0,0,45,45,7,10,11,11,5,1,0,38,24,14,3,29,0,5,2
55370102,0,,,128,61,67,6,2,4,122,59,63,74,37,37,119,59,60,117,59,58,48,22,26,25,10,15,11,4,7,0,0,0,1,0,1,41,41,4,12,9,7,9,0,0,37,23,14,2,35,0,4,8
55370103,0,,,2317,1174,1143,434,236,198,1862,925,937,1543,781,762,1725,851,874,1677,823,854,319,144,175,138,59,79,38,9,29,3,3,0,20,12,8,840,837,199,179,185,196,55,18,5,630,552,78,100,202,49,26,50
55370104,0,,,3466,1697,1769,446,243,203,2961,1418,1543,2177,1058,1119,2889,1389,1500,2834,1363,1471,784,360,424,337,140,197,96,32,64,9,2,7,33,21,12,1450,1447,471,411,290,181,62,25,7,957,819,138,158,482,110,86,140
55370105,0,,,803,408,395,120,63,57,662,331,331,546,281,265,631,313,318,614,303,311,116,50,66,56,24,32,15,5,10,0,0,0,17,13,4,351,351,127,94,61,45,20,3,1,218,191,27,21,78,27,8,28
55370106,0,,,3063,1393,1670,431,225,206,2504,1093,1411,1783,863,920,2415,1047,1368,2374,1030,1344,721,230,491,478,111,367,279,39,240,56,5,51,23,12,11,1281,1276,526,306,219,167,44,11,3,723,662,61,124,306,95,89,80
55370107,0,,,4374,2017,2357,468,244,224,3798,1706,2092,2399,1161,1238,3709,1667,2042,3642,1631,2011,1399,545,854,863,285,578,386,99,287,40,5,35,60,19,41,1917,1910,721,580,309,226,60,10,4,1161,1038,123,135,801,63,265,209
