KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T001100001,T001100002,T001100003,T001100004,T001100005,T001100006,T001100007,T001100008,T001100009,T001100010,T001100011,T001100012,T001100013,T001100014,T001100015,T001100016,T001100017,T001100018,T001100019,T001100020,T001100021,T001100022,T001100023,T001100024,T001100025,T001100026,T001100027,T001100028,T001100029,T001100030,T001100031,T001100032,T001100033,T001100034,T001100035,T001100036,T001100037,T001100038,T001100039,T001100040,T001100041,T001100042,T001100043,T001100044,T001100045,T001100046,T001100047,T001100048,T001100049,T001100050
55390009,0,,,367,173,194,42,20,22,324,152,172,202,95,107,312,145,167,307,141,166,122,57,65,59,23,36,17,6,11,1,0,1,0,0,0,134,134,24,42,32,21,12,2,1,108,81,27,10,80,0,13,24
55390010,0,,,808,385,423,92,49,43,716,336,380,414,202,212,697,328,369,690,323,367,302,134,168,143,51,92,59,17,42,3,0,3,23,9,14,344,344,95,127,63,34,18,5,2,245,205,40,21,201,12,49,62
55390011,0,,,162,79,83,22,9,13,140,70,70,81,43,38,137,68,69,135,67,68,59,27,32,28,12,16,12,4,8,0,0,0,2,0,2,54,54,7,17,11,10,7,1,1,46,36,10,3,37,0,4,9
55390012,0,,,32,15,17,10,5,5,22,10,12,19,9,10,21,10,11,21,10,11,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,9,9,0,3,0,4,2,0,0,9,8,1,3,2,0,0,0
55390013,0,,,150,81,69,8,5,3,142,76,66,74,44,30,137,72,65,135,71,64,68,32,36,32,11,21,7,1,6,0,0,0,0,0,0,62,62,17,19,14,8,3,1,0,43,35,8,2,46,0,14,12
55390014,0,,,118,66,52,12,10,2,106,56,50,70,41,29,101,52,49,98,50,48,36,15,21,16,5,11,4,1,3,0,0,0,1,0,1,43,43,8,14,8,9,2,2,0,34,23,11,3,23,1,4,5
55390015,0,,,161,79,82,13,4,9,148,75,73,97,50,47,139,73,66,135,71,64,51,25,26,20,7,13,10,4,6,2,1,1,5,5,0,58,58,13,15,13,10,5,1,1,45,32,13,1,33,6,5,6
55390016,0,,,183,91,92,19,11,8,164,80,84,85,44,41,156,75,81,156,75,81,79,36,43,42,13,29,17,2,15,1,0,1,1,0,1,63,63,10,23,14,7,1,5,3,52,37,15,3,51,1,8,10
55390017,0,,,224,111,113,27,12,15,197,99,98,109,56,53,193,97,96,189,95,94,88,43,45,39,18,21,14,5,9,0,0,0,0,0,0,77,77,12,28,13,12,6,3,3,64,44,20,9,60,0,11,14
55390018,0,,,187,90,97,21,9,12,166,81,85,87,41,46,158,76,82,158,76,82,79,40,39,32,12,20,16,4,12,0,0,0,1,0,1,68,68,18,21,14,5,2,3,5,49,30,19,7,54,0,14,11
55390019,0,,,163,78,85,21,9,12,142,69,73,86,45,41,138,67,71,134,65,69,56,24,32,20,4,16,3,0,3,0,0,0,2,1,1,60,60,12,22,12,6,2,5,1,48,36,12,5,38,0,7,12
55390020,0,,,115,61,54,9,5,4,106,56,50,66,38,28,104,55,49,100,53,47,40,18,22,21,9,12,9,3,6,2,1,1,22,15,7,56,56,24,16,8,6,1,1,0,32,27,5,2,27,14,3,9
55390023,0,,,106,51,55,6,3,3,100,48,52,52,24,28,98,46,52,97,46,51,48,24,24,27,13,14,10,2,8,1,0,1,1,1,0,43,43,12,13,8,8,1,0,1,31,22,9,1,32,0,9,10
55390024,0,,,57,27,30,8,4,4,49,23,26,33,16,17,48,23,25,48,23,25,16,7,9,11,4,7,3,1,2,0,0,0,0,0,0,20,20,3,8,4,1,3,0,1,17,11,6,1,12,0,2,4
55390025,0,,,127,57,70,14,8,6,113,49,64,64,27,37,109,48,61,107,48,59,49,22,27,23,8,15,10,2,8,1,0,1,0,0,0,42,42,6,16,6,5,5,3,1,36,23,13,6,32,0,3,12
55390026,0,,,58,24,34,3,2,1,55,22,33,25,9,16,54,22,32,52,20,32,30,13,17,16,8,8,6,3,3,0,0,0,2,0,2,23,23,6,7,7,1,1,0,1,17,11,6,0,18,1,3,6
55390027,0,,,148,76,72,16,7,9,132,69,63,75,37,38,128,68,60,127,67,60,57,32,25,28,17,11,5,4,1,0,0,0,0,0,0,53,53,6,25,9,5,5,1,2,47,38,9,2,35,0,5,12
55390028,0,,,162,76,86,21,8,13,141,68,73,84,43,41,137,66,71,134,65,69,57,25,32,28,12,16,7,3,4,0,0,0,2,0,2,56,56,9,23,7,6,7,2,2,47,32,15,6,35,1,6,12
55390029,0,,,103,50,53,5,3,2,98,47,51,52,26,26,96,45,51,94,44,50,46,21,25,16,5,11,6,2,4,0,0,0,0,0,0,39,39,5,16,9,7,1,1,0,34,28,6,0,27,0,3,12
55390030,0,,,66,37,29,6,1,5,60,36,24,37,24,13,57,34,23,54,32,22,23,12,11,9,5,4,4,2,2,0,0,0,0,0,0,23,23,5,5,6,4,2,0,1,17,11,6,1,16,0,2,3
55390033,0,,,17,8,9,1,1,0,16,7,9,7,2,5,16,7,9,16,7,9,9,5,4,2,2,0,0,0,0,0,0,0,0,0,0,5,5,0,2,1,1,0,1,0,5,3,2,1,5,0,0,2
55390034,2,55390035,,10,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
55390035,1,,55390034,208,101,107,14,8,6,204,98,106,117,56,61,200,96,104,195,95,100,87,42,45,44,19,25,21,10,11,0,0,0,0,0,0,88,88,22,36,17,11,1,4,0,68,54,14,2,62,0,16,17
55390036,0,,,53,35,18,8,6,2,45,29,16,23,16,7,44,28,16,43,27,16,22,13,9,14,7,7,6,4,2,0,0,0,0,0,0,22,22,5,11,3,0,1,2,0,17,13,4,1,15,0,3,4
55390037,0,,,357,177,180,53,34,19,304,143,161,195,95,100,293,135,158,280,130,150,109,48,61,41,13,28,14,2,12,1,0,1,1,0,1,113,113,16,29,29,17,12,5,5,96,66,30,13,72,0,10,21
55390038,0,,,422,200,222,39,19,20,383,181,202,257,128,129,364,172,192,353,167,186,126,53,73,56,18,38,26,4,22,1,0,1,0,0,0,137,137,19,42,30,22,11,8,5,117,84,33,8,82,3,9,20
55390039,0,,,142,73,69,11,9,2,131,64,67,78,40,38,126,62,64,123,61,62,53,24,29,24,9,15,6,2,4,2,0,2,0,0,0,42,42,7,9,11,4,2,5,4,35,17,18,1,32,0,5,4
55390043,0,,,33,14,19,0,0,0,33,14,19,11,2,9,31,13,18,31,13,18,22,12,10,10,3,7,5,1,4,1,0,1,0,0,0,15,15,4,7,1,3,0,0,0,11,9,2,0,13,0,3,6
55390044,0,,,61,30,31,10,5,5,51,25,26,27,13,14,51,25,26,50,25,25,24,12,12,13,6,7,6,3,3,1,0,1,0,0,0,22,22,3,11,2,2,2,2,0,19,15,4,2,17,0,3,5
55390045,0,,,170,85,85,14,4,10,156,81,75,96,49,47,151,78,73,150,78,72,60,32,28,30,14,16,16,7,9,2,0,2,1,0,1,65,65,11,26,13,11,0,4,0,54,46,8,5,40,0,9,12
55390046,2,55390055,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
55390048,0,,,332,162,170,65,33,32,267,129,138,174,88,86,256,126,130,251,123,128,93,41,52,39,16,23,14,3,11,3,1,2,0,0,0,105,105,16,29,24,14,11,5,6,88,62,26,17,63,1,9,14
55390049,0,,,64,32,32,5,3,2,59,29,30,37,17,20,57,29,28,54,26,28,22,12,10,5,2,3,1,0,1,0,0,0,0,0,0,24,24,4,10,4,3,2,1,0,20,17,3,3,16,0,3,5
55390053,2,55390063,,9,6,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
55390054,0,,,43,17,26,4,1,3,38,15,23,15,6,9,37,15,22,37,15,22,23,9,14,14,6,8,4,0,4,0,0,0,0,0,0,18,18,5,4,6,3,0,0,0,13,8,5,0,15,0,4,3
55390055,1,,55390046,186,91,95,27,11,16,160,80,80,103,54,49,153,80,73,149,77,72,57,26,31,30,11,19,16,4,12,0,0,0,0,0,0,57,57,9,17,12,3,11,3,3,49,33,16,7,39,0,6,5
55390058,0,,,155,76,79,20,12,8,135,64,71,75,38,37,132,62,70,128,61,67,60,26,34,25,9,16,13,5,8,0,0,0,0,0,0,49,49,8,13,11,7,2,6,2,40,25,15,5,36,0,5,8
55390059,0,,,146,67,79,10,6,4,136,61,75,78,38,40,126,56,70,124,54,70,58,23,35,31,10,21,10,3,7,0,0,0,3,1,2,61,61,25,12,10,5,7,2,0,36,23,13,1,39,4,15,7
55390062,2,55390063,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
55390063,1,,55390053;55390062;55390073,37,18,19,3,2,1,45,23,22,20,11,9,45,23,22,45,23,22,25,12,13,13,6,7,7,2,5,0,0,0,0,0,0,16,16,6,10,4,0,2,0,0,16,12,4,2,17,0,3,3
55390064,0,,,31,15,16,0,0,0,31,15,16,12,5,7,31,15,16,31,15,16,19,10,9,7,3,4,1,0,1,0,0,0,0,0,0,14,14,1,11,1,0,1,0,0,13,12,1,0,12,0,1,9
55390065,0,,,88,39,49,0,0,0,88,39,49,32,19,13,88,39,49,88,39,49,56,20,36,34,8,26,23,2,21,3,0,3,0,0,0,31,29,5,12,9,1,1,1,0,24,17,7,0,25,0,4,6
55390068,0,,,44,21,23,7,0,7,37,21,16,21,13,8,36,20,16,36,20,16,16,8,8,9,5,4,3,1,2,0,0,0,0,0,0,12,12,3,2,1,2,0,3,1,9,4,5,1,10,0,2,0
55390069,0,,,52,23,29,9,3,6,43,20,23,29,14,15,43,20,23,41,19,22,14,6,8,8,2,6,4,0,4,0,0,0,0,0,0,18,18,5,5,2,1,3,2,0,13,7,6,1,12,0,2,1
55390073,2,55390063,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
55390074,0,,,17,11,6,0,0,0,17,11,6,10,7,3,17,11,6,17,11,6,7,4,3,2,1,1,0,0,0,0,0,0,0,0,0,9,9,4,2,3,0,0,0,0,5,5,0,0,5,0,3,1
55390075,0,,,105,55,50,7,4,3,98,51,47,57,31,26,93,50,43,90,49,41,41,20,21,13,6,7,4,3,1,0,0,0,0,0,0,43,43,11,16,8,4,2,2,0,32,26,6,0,29,0,6,8
55390080,1,,55390090,30,14,16,1,1,0,33,15,18,19,10,9,33,15,18,32,15,17,14,5,9,6,2,4,1,0,1,0,0,0,0,0,0,13,13,3,8,2,1,1,0,0,12,9,3,0,10,0,2,2
55390081,0,,,10,6,4,0,0,0,10,6,4,3,0,3,10,6,4,10,6,4,7,6,1,3,2,1,1,1,0,0,0,0,1,0,1,5,5,1,3,1,0,0,0,0,4,3,1,0,5,0,1,1
55390084,0,,,40,20,20,3,2,1,37,18,19,21,11,10,37,18,19,35,18,17,16,7,9,8,5,3,3,2,1,0,0,0,0,0,0,18,18,6,6,3,2,1,0,0,12,7,5,1,12,0,6,2
55390085,1,,55390086;55390095;55390096,37,20,17,5,4,1,44,22,22,23,13,10,43,22,21,43,22,21,21,9,12,11,4,7,3,2,1,0,0,0,0,0,0,14,14,6,6,1,2,4,0,0,13,10,3,1,13,0,4,5
55390086,2,55390085,,7,4,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
55390090,2,55390080,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
55390095,2,55390085,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
55390096,2,55390085,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
55390100,1,,55390101;55390102,88,44,44,16,9,7,85,43,42,57,29,28,81,42,39,78,42,36,28,14,14,14,7,7,6,3,3,1,1,0,1,0,1,28,28,7,8,6,6,3,1,2,26,19,7,4,20,0,5,5
55390101,2,55390100,,4,3,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
55390102,2,55390100,,9,5,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
55390105,0,,,270,130,140,19,8,11,251,122,129,135,73,62,245,119,126,243,119,124,116,49,67,65,24,41,23,8,15,3,1,2,1,1,0,107,107,28,40,16,10,7,4,2,78,52,26,6,84,0,21,19
55390106,0,,,262,128,134,21,8,13,238,117,121,138,72,66,231,113,118,227,110,117,100,45,55,46,17,29,6,2,4,2,0,2,11,2,9,135,134,65,35,20,6,6,2,0,66,60,6,8,74,13,32,16
55390110,1,,55390130,30,16,14,4,1,3,32,18,14,22,13,9,32,18,14,32,18,14,10,5,5,7,3,4,2,1,1,0,0,0,0,0,0,9,9,1,6,1,1,2,1,0,11,8,3,0,7,0,1,1
55390115,0,,,15,7,8,0,0,0,15,7,8,4,1,3,15,7,8,14,7,7,11,6,5,6,3,3,2,1,1,0,0,0,0,0,0,7,7,2,4,0,0,1,0,0,5,4,1,0,7,0,2,3
55390116,0,,,163,80,83,24,9,15,138,70,68,75,39,36,134,67,67,131,65,66,63,31,32,30,14,16,12,4,8,1,1,0,6,5,1,65,65,20,18,12,8,4,2,1,44,35,9,4,40,1,9,7
55390117,0,,,48,20,28,5,2,3,43,18,25,23,10,13,42,17,25,42,17,25,20,8,12,6,1,5,2,1,1,0,0,0,0,0,0,18,18,4,5,4,4,0,1,0,14,10,4,1,13,0,3,3
55390126,0,,,58,24,34,5,1,4,53,23,30,34,14,20,45,20,25,44,20,24,19,9,10,10,6,4,2,1,1,0,0,0,0,0,0,22,22,5,9,3,1,2,2,0,17,15,2,0,11,1,2,6
55390127,0,,,78,40,38,5,3,2,73,37,36,45,27,18,69,33,36,67,32,35,28,10,18,15,4,11,5,1,4,0,0,0,0,0,0,28,28,5,12,3,4,1,2,1,23,19,4,1,19,0,4,6
55390130,2,55390110,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
55390136,1,,55390137,278,134,144,28,17,11,259,120,139,142,72,70,254,116,138,251,114,137,117,48,69,71,29,42,23,10,13,0,0,0,0,0,0,111,111,26,40,25,15,8,1,0,89,74,15,6,77,0,21,20
55390137,2,55390136,,9,3,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
55390146,0,,,136,66,70,19,9,10,117,57,60,71,39,32,115,57,58,115,57,58,46,18,28,23,9,14,13,4,9,1,0,1,3,3,0,53,53,18,12,12,3,4,3,1,35,25,10,4,33,0,10,6
55390147,0,,,138,66,72,8,3,5,130,63,67,69,35,34,126,62,64,123,62,61,61,28,33,28,13,15,11,4,7,0,0,0,4,4,0,63,63,22,20,11,7,3,0,0,41,35,6,2,39,2,8,12
55390156,0,,,26,12,14,0,0,0,26,12,14,14,6,8,26,12,14,26,12,14,12,6,6,4,1,3,3,1,2,0,0,0,0,0,0,14,14,5,7,1,1,0,0,0,9,8,1,0,9,0,4,2
55390157,0,,,68,32,36,5,2,3,63,30,33,31,15,16,63,30,33,62,30,32,32,15,17,13,6,7,7,1,6,0,0,0,3,2,1,26,26,6,9,6,2,1,1,1,19,12,7,0,22,0,5,6
55390158,0,,,15,8,7,0,0,0,15,8,7,9,3,6,15,8,7,14,8,6,6,5,1,4,3,1,0,0,0,0,0,0,0,0,0,6,6,2,2,1,0,0,1,0,4,2,2,0,5,0,2,0
55390159,0,,,14,7,7,1,1,0,13,6,7,8,4,4,12,5,7,12,5,7,5,2,3,2,0,2,1,0,1,1,0,1,0,0,0,6,6,2,1,2,1,0,0,0,4,3,1,1,3,0,0,0
55390167,0,,,212,114,98,18,8,10,194,106,88,127,73,54,186,102,84,184,102,82,67,33,34,38,17,21,17,7,10,0,0,0,18,13,5,97,97,45,23,10,10,5,2,2,52,40,12,5,41,7,9,10
55390168,0,,,87,43,44,9,5,4,78,38,40,47,23,24,76,38,38,75,38,37,31,15,16,15,4,11,9,1,8,1,0,1,0,0,0,35,35,6,14,9,4,2,0,0,29,22,7,2,22,0,6,2
55390170,1,,55390171;55390180,11,7,4,1,0,1,20,12,8,9,6,3,19,11,8,19,11,8,11,6,5,5,2,3,2,1,1,0,0,0,1,1,0,4,4,1,4,0,3,0,0,0,6,6,0,0,8,0,1,2
55390171,2,55390170,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
55390177,0,,,176,79,97,12,4,8,164,75,89,92,45,47,153,70,83,152,69,83,72,30,42,37,15,22,14,3,11,1,0,1,1,0,1,65,65,20,17,8,11,4,2,3,45,26,19,2,45,0,14,7
55390178,1,,55390179,129,70,59,7,4,3,129,71,58,73,45,28,125,67,58,124,66,58,56,26,30,27,13,14,12,5,7,1,0,1,0,0,0,58,58,24,19,9,5,3,2,0,38,24,14,1,39,1,11,11
55390179,2,55390178,,7,5,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
55390180,2,55390170,,8,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
55390187,0,,,153,54,99,5,4,1,148,50,98,37,21,16,148,50,98,146,50,96,111,29,82,92,20,72,62,9,53,17,3,14,0,0,0,32,31,7,13,3,4,3,1,0,24,15,9,1,25,0,6,4
55390188,0,,,116,62,54,4,1,3,112,61,51,61,36,25,108,58,50,106,57,49,51,25,26,23,10,13,9,5,4,0,0,0,0,0,0,41,41,8,11,9,7,5,1,0,33,19,14,0,33,0,5,8
55390189,0,,,13,9,4,0,0,0,13,9,4,8,6,2,13,9,4,13,9,4,5,3,2,3,2,1,2,2,0,0,0,0,0,0,0,4,4,0,1,1,2,0,0,0,4,0,4,0,4,0,0,0
55390196,0,,,18,8,10,0,0,0,18,8,10,7,5,2,16,6,10,16,6,10,11,3,8,6,2,4,1,0,1,1,0,1,0,0,0,7,7,2,2,0,3,0,0,0,5,2,3,0,6,0,1,1
55390197,0,,,18,7,11,3,1,2,15,6,9,10,4,6,15,6,9,15,6,9,5,2,3,3,1,2,2,1,1,0,0,0,0,0,0,4,4,0,1,1,0,1,0,1,4,1,3,1,3,0,0,1
55390198,0,,,127,61,66,13,5,8,114,56,58,51,25,26,107,53,54,107,53,54,63,31,32,31,15,16,14,6,8,2,1,1,0,0,0,43,43,8,12,11,6,3,0,3,35,21,14,3,36,0,8,7
55390199,0,,,42,23,19,5,2,3,36,20,16,18,10,8,36,20,16,36,20,16,18,10,8,9,5,4,3,2,1,0,0,0,0,0,0,17,17,6,4,4,1,0,2,0,11,7,4,2,12,0,2,3
55390305,2,55390307,,8,3,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
55390307,1,,55390305,5,2,3,0,0,0,13,5,8,4,1,3,13,5,8,13,5,8,9,4,5,5,2,3,3,1,2,0,0,0,0,0,0,2,2,3,2,2,0,0,0,0,4,3,1,0,7,0,3,1
55390308,0,,,151,87,64,0,0,0,151,87,64,115,72,43,151,87,64,151,87,64,36,15,21,16,4,12,1,0,1,0,0,0,1,0,1,13,11,9,2,0,0,0,0,0,2,2,0,0,4,2,3,1
55390318,0,,,45,23,22,3,3,0,42,20,22,25,12,13,41,20,21,41,20,21,17,8,9,8,4,4,2,1,1,1,0,1,0,0,0,23,23,13,7,0,1,1,0,1,10,8,2,0,12,4,4,4
55390319,0,,,34,17,17,0,0,0,34,17,17,17,10,7,34,17,17,34,17,17,17,7,10,9,2,7,2,1,1,0,0,0,0,0,0,20,19,10,7,2,0,0,0,0,9,8,1,0,11,0,4,2
55390329,0,,,8,4,4,0,0,0,8,4,4,1,0,1,8,4,4,8,4,4,7,4,3,3,2,1,2,1,1,0,0,0,0,0,0,4,4,1,2,1,0,0,0,0,3,3,0,0,4,0,1,2
55390368,2,55390378,,7,3,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
55390378,1,,55390368,16,7,9,4,2,2,19,8,11,10,4,6,19,8,11,19,8,11,9,4,5,4,1,3,1,0,1,0,0,0,0,0,0,3,3,0,2,2,0,0,1,1,6,3,3,1,6,0,0,2
